x,y,z
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
-0.0,0.0,1.0
-0.0,0.0,1.0
-0.0,0.0,1.0
-0.0,0.0,1.0
-0.0,0.0,1.0
0.6427876096865393,0.0,0.766044443118978
0.6040227735550536,0.21984631039295416,0.766044443118978
0.49240387650610395,0.41317591116653474,0.766044443118978
0.3213938048432697,0.5566703992264193,0.766044443118978
0.11161889704894969,0.633022221559489,0.766044443118978
-0.11161889704894962,0.633022221559489,0.766044443118978
-0.32139380484326946,0.5566703992264194,0.766044443118978
-0.4924038765061039,0.41317591116653485,0.766044443118978
-0.6040227735550536,0.21984631039295427,0.766044443118978
-0.6427876096865393,7.871877887341985e-17,0.766044443118978
0.984807753012208,0.0,0.17364817766693041
0.9254165783983234,0.33682408883346515,0.17364817766693041
0.7544065067354889,0.633022221559489,0.17364817766693041
0.4924038765061041,0.8528685319524432,0.17364817766693041
0.1710100716628344,0.9698463103929541,0.17364817766693041
-0.17101007166283433,0.9698463103929541,0.17364817766693041
-0.4924038765061038,0.8528685319524433,0.17364817766693041
-0.7544065067354888,0.6330222215594892,0.17364817766693041
-0.9254165783983233,0.3368240888334653,0.17364817766693041
-0.984807753012208,1.2060416625018976e-16,0.17364817766693041
0.8660254037844387,0.0,-0.4999999999999998
0.8137976813493738,0.29619813272602386,-0.4999999999999998
0.6634139481689384,0.5566703992264194,-0.4999999999999998
0.43301270189221946,0.75,-0.4999999999999998
0.15038373318043535,0.8528685319524433,-0.4999999999999998
-0.15038373318043527,0.8528685319524433,-0.4999999999999998
-0.4330127018922192,0.7500000000000001,-0.4999999999999998
-0.6634139481689383,0.5566703992264196,-0.4999999999999998
-0.8137976813493737,0.29619813272602397,-0.4999999999999998
-0.8660254037844387,1.0605752387249069e-16,-0.4999999999999998
0.3420201433256689,0.0,-0.9396926207859083
0.3213938048432698,0.11697777844051102,-0.9396926207859083
0.2620026302293851,0.21984631039295427,-0.9396926207859083
0.17101007166283447,0.29619813272602397,-0.9396926207859083
0.059391174613884753,0.3368240888334653,-0.9396926207859083
-0.05939117461388472,0.3368240888334653,-0.9396926207859083
-0.17101007166283436,0.29619813272602397,-0.9396926207859083
-0.262002630229385,0.21984631039295432,-0.9396926207859083
-0.3213938048432698,0.11697777844051108,-0.9396926207859083
-0.3420201433256689,4.1885387376769936e-17,-0.9396926207859083
-0.34202014332566866,-0.0,-0.9396926207859084
-0.3213938048432696,-0.11697777844051095,-0.9396926207859084
-0.2620026302293849,-0.21984631039295413,-0.9396926207859084
-0.17101007166283436,-0.29619813272602374,-0.9396926207859084
-0.05939117461388472,-0.3368240888334651,-0.9396926207859084
0.05939117461388468,-0.3368240888334651,-0.9396926207859084
0.17101007166283425,-0.2961981327260238,-0.9396926207859084
0.26200263022938486,-0.2198463103929542,-0.9396926207859084
0.32139380484326957,-0.11697777844051101,-0.9396926207859084
0.34202014332566866,-4.188538737676991e-17,-0.9396926207859084
-0.8660254037844384,-0.0,-0.5000000000000004
-0.8137976813493735,-0.29619813272602374,-0.5000000000000004
-0.6634139481689382,-0.5566703992264191,-0.5000000000000004
-0.4330127018922193,-0.7499999999999997,-0.5000000000000004
-0.1503837331804353,-0.8528685319524429,-0.5000000000000004
0.15038373318043521,-0.8528685319524429,-0.5000000000000004
0.433012701892219,-0.7499999999999998,-0.5000000000000004
0.6634139481689381,-0.5566703992264194,-0.5000000000000004
0.8137976813493734,-0.29619813272602386,-0.5000000000000004
0.8660254037844384,-1.0605752387249065e-16,-0.5000000000000004
-0.9848077530122081,-0.0,0.17364817766692997
-0.9254165783983235,-0.33682408883346515,0.17364817766692997
-0.754406506735489,-0.633022221559489,0.17364817766692997
-0.4924038765061042,-0.8528685319524433,0.17364817766692997
-0.17101007166283444,-0.9698463103929542,0.17364817766692997
0.17101007166283433,-0.9698463103929542,0.17364817766692997
0.49240387650610384,-0.8528685319524434,0.17364817766692997
0.7544065067354889,-0.6330222215594892,0.17364817766692997
0.9254165783983234,-0.3368240888334653,0.17364817766692997
0.9848077530122081,-1.2060416625018979e-16,0.17364817766692997
-0.6427876096865396,-0.0,0.7660444431189778
-0.604022773555054,-0.21984631039295427,0.7660444431189778
-0.49240387650610423,-0.41317591116653496,0.7660444431189778
-0.32139380484326985,-0.5566703992264196,0.7660444431189778
-0.11161889704894974,-0.6330222215594893,0.7660444431189778
0.11161889704894967,-0.6330222215594893,0.7660444431189778
0.3213938048432696,-0.5566703992264196,0.7660444431189778
0.4924038765061041,-0.41317591116653507,0.7660444431189778
0.6040227735550538,-0.21984631039295438,0.7660444431189778
0.6427876096865396,-7.871877887341989e-17,0.7660444431189778
-2.4492935982947064e-16,-0.0,1.0
-2.3015831204557005e-16,-8.377077475353984e-17,1.0
-1.8762677505405462e-16,-1.574375577468397e-16,1.0
-1.2246467991473535e-16,-2.1211504774498136e-16,1.0
-4.2531536991515444e-17,-2.412083325003795e-16,1.0
4.253153699151542e-17,-2.412083325003795e-16,1.0
1.2246467991473527e-16,-2.1211504774498138e-16,1.0
1.876267750540546e-16,-1.5743755774683975e-16,1.0
2.3015831204557005e-16,-8.377077475353987e-17,1.0
2.4492935982947064e-16,-2.999519565323715e-32,1.0
